"","codigo","Nome","rebanho_Censo2017","Novo_Nome","rebanho_PPM2020"
"821",2209609,"S√£o F√©lix do Piau√≠",6.039,"S„o FÈlix do PiauÌ",5902
"822",2209658,"S√£o Francisco de Assis do Piau√≠",3.982,"S„o Francisco de Assis do PiauÌ",4065
"823",2209708,"S√£o Francisco do Piau√≠",5.943,"S„o Francisco do PiauÌ",6092
"824",2209757,"S√£o Gon√ßalo do Gurgu√©ia",6.253,"S„o GonÁalo do GurguÈia",6113
"825",2209807,"S√£o Gon√ßalo do Piau√≠",2.392,"S„o GonÁalo do PiauÌ",2419
"826",2209856,"S√£o Jo√£o da Canabrava",1.201,"S„o Jo„o da Canabrava",1189
"827",2209872,"S√£o Jo√£o da Fronteira",2.983,"S„o Jo„o da Fronteira",3067
"828",2209906,"S√£o Jo√£o da Serra",8.812,"S„o Jo„o da Serra",8634
"829",2209955,"S√£o Jo√£o da Varjota",1.468,"S„o Jo„o da Varjota",1498
"830",2209971,"S√£o Jo√£o do Arraial",2.325,"S„o Jo„o do Arraial",2281
"831",2210003,"S√£o Jo√£o do Piau√≠",6.28,"S„o Jo„o do PiauÌ",6421
"832",2210052,"S√£o Jos√© do Divino",8.545,"S„o JosÈ do Divino",9006
"833",2210102,"S√£o Jos√© do Peixe",6.126,"S„o JosÈ do Peixe",6051
"834",2210201,"S√£o Jos√© do Piau√≠",3.42,"S„o JosÈ do PiauÌ",3338
"835",2210300,"S√£o Juli√£o",2.878,"S„o Juli„o",2815
"836",2210359,"S√£o Louren√ßo do Piau√≠",1.947,"S„o LourenÁo do PiauÌ",1892
"837",2210375,"S√£o Luis do Piau√≠",1.537,"S„o Luis do PiauÌ",1510
"838",2210383,"S√£o Miguel da Baixa Grande",2.354,"S„o Miguel da Baixa Grande",2517
"839",2210391,"S√£o Miguel do Fidalgo",3.455,"S„o Miguel do Fidalgo",3456
"840",2210409,"S√£o Miguel do Tapuio",16.06,"S„o Miguel do Tapuio",15705
"841",2210508,"S√£o Pedro do Piau√≠",6.418,"S„o Pedro do PiauÌ",6463
"842",2210607,"S√£o Raimundo Nonato",4.562,"S„o Raimundo Nonato",4397
"843",2210623,"Sebasti√£o Barros",16.939,"Sebasti„o Barros",17291
"844",2210631,"Sebasti√£o Leal",7.888,"Sebasti„o Leal",7951
"845",2210656,"Sigefredo Pacheco",7.211,"Sigefredo Pacheco",7122
"846",2210706,"Sim√µes",7.404,"Simıes",7484
"847",2210805,"Simpl√≠cio Mendes",9.933,"SimplÌcio Mendes",10152
"848",2210904,"Socorro do Piau√≠",3.667,"Socorro do PiauÌ",3750
"849",2210938,"Sussuapara",2.221,"Sussuapara",2116
"850",2210953,"Tamboril do Piau√≠",2.587,"Tamboril do PiauÌ",2524
"851",2210979,"Tanque do Piau√≠",1.233,"Tanque do PiauÌ",1256
"852",2211001,"Teresina",9.627,"Teresina",10449
"853",2211100,"Uni√£o",10.153,"Uni„o",10140
"854",2211209,"Uru√ßu√≠",20.823,"UruÁuÌ",20604
"855",2211308,"Valen√ßa do Piau√≠",6.771,"ValenÁa do PiauÌ",6649
"856",2211357,"V√°rzea Branca",2.541,"V·rzea Branca",2450
"857",2211407,"V√°rzea Grande",1.542,"V·rzea Grande",1650
"858",2211506,"Vera Mendes",2.286,"Vera Mendes",2231
"859",2211605,"Vila Nova do Piau√≠",3.568,"Vila Nova do PiauÌ",3402
"860",2211704,"Wall Ferraz",3.555,"Wall Ferraz",3639
"861",1700251,"Abreul√¢ndia",69.883,"Abreul‚ndia",69039
"862",1700301,"Aguiarn√≥polis",8.226,"AguiarnÛpolis",11437
"863",1700350,"Alian√ßa do Tocantins",50.292,"AlianÁa do Tocantins",76813
"864",1700400,"Almas",29.279,"Almas",63065
"865",1700707,"Alvorada",44.325,"Alvorada",52224
"866",1701002,"Anan√°s",80.768,"Anan·s",100256
"867",1701051,"Angico",15.967,"Angico",15104
"868",1701101,"Aparecida do Rio Negro",17.273,"Aparecida do Rio Negro",18104
"869",1701309,"Aragominas",65.609,"Aragominas",95749
"870",1701903,"Araguacema",61.024,"Araguacema",65512
"871",1702000,"Aragua√ßu",281.253,"AraguaÁu",380160
"872",1702109,"Aragua√≠na",183.378,"AraguaÌna",251429
"873",1702158,"Araguan√£",45.374,"Araguan„",83053
"874",1702208,"Araguatins",119.465,"Araguatins",164853
"875",1702307,"Arapoema",94.595,"Arapoema",158090
"876",1702406,"Arraias",124.32,"Arraias",200700
"877",1702554,"Augustin√≥polis",33.33,"AugustinÛpolis",60615
"878",1702703,"Aurora do Tocantins",22.997,"Aurora do Tocantins",45350
"879",1702901,"Axix√° do Tocantins",9.057,"Axix· do Tocantins",34654
"880",1703008,"Baba√ßul√¢ndia",47.995,"BabaÁul‚ndia",63521
"881",1703057,"Bandeirantes do Tocantins",109.276,"Bandeirantes do Tocantins",149432
"882",1703073,"Barra do Ouro",13.798,"Barra do Ouro",27822
"883",1703107,"Barrol√¢ndia",37.615,"Barrol‚ndia",63800
"884",1703206,"Bernardo Say√£o",76.614,"Bernardo Say„o",99841
"885",1703305,"Bom Jesus do Tocantins",17.061,"Bom Jesus do Tocantins",31254
"886",1703602,"Brasil√¢ndia do Tocantins",36.673,"Brasil‚ndia do Tocantins",32025
"887",1703701,"Brejinho de Nazar√©",36.676,"Brejinho de NazarÈ",47604
"888",1703800,"Buriti do Tocantins",23.496,"Buriti do Tocantins",31320
"889",1703826,"Cachoeirinha",6.48,"Cachoeirinha",8287
"890",1703842,"Campos Lindos",22.037,"Campos Lindos",32887
"891",1703867,"Cariri do Tocantins",59.904,"Cariri do Tocantins",70877
"892",1703883,"Carmol√¢ndia",31.973,"Carmol‚ndia",37864
"893",1703891,"Carrasco Bonito",14.847,"Carrasco Bonito",20997
"894",1703909,"Caseara",29.042,"Caseara",51181
"895",1704105,"Centen√°rio",14.422,"Centen·rio",20379
"896",1705102,"Chapada da Natividade",21.847,"Chapada da Natividade",35465
"897",1704600,"Chapada de Areia",28.952,"Chapada de Areia",32193
"898",1705508,"Colinas do Tocantins",81.727,"Colinas do Tocantins",119265
"899",1716703,"Colm√©ia",71.984,"ColmÈia",94536
"900",1705557,"Combinado",13.483,"Combinado",25170
"901",1705607,"Concei√ß√£o do Tocantins",21.85,"ConceiÁ„o do Tocantins",33220
"902",1706001,"Couto Magalh√£es",52.578,"Couto Magalh„es",57197
"903",1706100,"Cristal√¢ndia",56.697,"Cristal‚ndia",68301
"904",1706258,"Crix√°s do Tocantins",36.049,"Crix·s do Tocantins",49202
"905",1706506,"Darcin√≥polis",14.233,"DarcinÛpolis",21162
"906",1707009,"Dian√≥polis",25.774,"DianÛpolis",56500
"907",1707108,"Divin√≥polis do Tocantins",80.57,"DivinÛpolis do Tocantins",120231
"908",1707207,"Dois Irm√£os do Tocantins",127.335,"Dois Irm„os do Tocantins",171314
"909",1707306,"Duer√©",99.906,"DuerÈ",160171
"910",1707405,"Esperantina",20.024,"Esperantina",23492
"911",1707553,"F√°tima",13.631,"F·tima",22836
"912",1707652,"Figueir√≥polis",85.761,"FigueirÛpolis",97249
"913",1707702,"Filad√©lfia",55.474,"FiladÈlfia",103502
"914",1708205,"Formoso do Araguaia",202.85,"Formoso do Araguaia",316345
"915",1708254,"Fortaleza do Taboc√£o",24.37,"Fortaleza do Taboc„o",61578
"916",1708304,"Goianorte",66.814,"Goianorte",102841
"917",1709005,"Goiatins",41.387,"Goiatins",58476
"918",1709302,"Guara√≠",69.448,"GuaraÌ",118261
"919",1709500,"Gurupi",72.466,"Gurupi",100647
"920",1709807,"Ipueiras",11.101,"Ipueiras",20143
"921",1710508,"Itacaj√°",58.203,"Itacaj·",81391
"922",1710706,"Itaguatins",31.329,"Itaguatins",57239
"923",1710904,"Itapiratins",42.148,"Itapiratins",56045
"924",1711100,"Itapor√£ do Tocantins",92.758,"Itapor„ do Tocantins",100599
"925",1711506,"Ja√∫ do Tocantins",66.604,"Ja˙ do Tocantins",101553
"926",1711803,"Juarina",23.609,"Juarina",29552
"927",1711902,"Lagoa da Confus√£o",87.05,"Lagoa da Confus„o",116235
"928",1711951,"Lagoa do Tocantins",10.865,"Lagoa do Tocantins",13072
"929",1712009,"Lajeado",3.319,"Lajeado",7025
"930",1712157,"Lavandeira",16.94,"Lavandeira",23120
"931",1712405,"Lizarda",16.527,"Lizarda",18701
"932",1712454,"Luzin√≥polis",6.667,"LuzinÛpolis",8465
"933",1712504,"Marian√≥polis do Tocantins",78.641,"MarianÛpolis do Tocantins",86116
"934",1712702,"Mateiros",3.197,"Mateiros",7830
"935",1712801,"Mauril√¢ndia do Tocantins",12.416,"Mauril‚ndia do Tocantins",20229
"936",1713205,"Miracema do Tocantins",98.836,"Miracema do Tocantins",135868
"937",1713304,"Miranorte",45.753,"Miranorte",70240
"938",1713601,"Monte do Carmo",47.416,"Monte do Carmo",70616
"939",1713700,"Monte Santo do Tocantins",45.113,"Monte Santo do Tocantins",76259
"940",1713957,"Muricil√¢ndia",57.655,"Muricil‚ndia",69292
"941",1714203,"Natividade",39.23,"Natividade",78500
"942",1714302,"Nazar√©",7.93,"NazarÈ",18308
"943",1714880,"Nova Olinda",66.49,"Nova Olinda",74833
"944",1715002,"Nova Rosal√¢ndia",18.569,"Nova Rosal‚ndia",19892
"945",1715101,"Novo Acordo",11.649,"Novo Acordo",11905
"946",1715150,"Novo Alegre",16.547,"Novo Alegre",25100
"947",1715259,"Novo Jardim",9.924,"Novo Jardim",12350
"948",1715507,"Oliveira de F√°tima",4.752,"Oliveira de F·tima",10246
"949",1721000,"Palmas",17.458,"Palmas",26502
"950",1715705,"Palmeirante",48.227,"Palmeirante",66007
"951",1713809,"Palmeiras do Tocantins",26.066,"Palmeiras do Tocantins",30586
"952",1715754,"Palmeir√≥polis",48.425,"PalmeirÛpolis",66344
"953",1716109,"Para√≠so do Tocantins",57.941,"ParaÌso do Tocantins",87313
"954",1716208,"Paran√£",73.043,"Paran„",140183
"955",1716307,"Pau d`Arco",101.351,"Pau d'Arco",91026
"956",1716505,"Pedro Afonso",18.095,"Pedro Afonso",24936
"957",1716604,"Peixe",149.654,"Peixe",226723
"958",1716653,"Pequizeiro",101.422,"Pequizeiro",97281
"959",1717008,"Pindorama do Tocantins",53.686,"Pindorama do Tocantins",52862
"960",1717206,"Piraqu√™",69.963,"PiraquÍ",98382
"961",1717503,"Pium",162.498,"Pium",183489
"962",1717800,"Ponte Alta do Bom Jesus",17.841,"Ponte Alta do Bom Jesus",37465
"963",1717909,"Ponte Alta do Tocantins",42.659,"Ponte Alta do Tocantins",78980
"964",1718006,"Porto Alegre do Tocantins",6.625,"Porto Alegre do Tocantins",9080
"965",1718204,"Porto Nacional",91.816,"Porto Nacional",120580
"966",1718303,"Praia Norte",12.434,"Praia Norte",21643
"967",1718402,"Presidente Kennedy",31.951,"Presidente Kennedy",40845
"968",1718451,"Pugmil",17.651,"Pugmil",15662
"969",1718501,"Recursol√¢ndia",26.841,"Recursol‚ndia",39864
"970",1718550,"Riachinho",32.541,"Riachinho",35011
"971",1718659,"Rio da Concei√ß√£o",544,"Rio da ConceiÁ„o",1465
"972",1718709,"Rio dos Bois",16.57,"Rio dos Bois",17230
"973",1718758,"Rio Sono",45.431,"Rio Sono",52735
"974",1718808,"Sampaio",8.234,"Sampaio",11154
"975",1718840,"Sandol√¢ndia",108.97,"Sandol‚ndia",202676
"976",1718865,"Santa F√© do Araguaia",85.478,"Santa FÈ do Araguaia",114790
"977",1718881,"Santa Maria do Tocantins",21.899,"Santa Maria do Tocantins",27712
"978",1718899,"Santa Rita do Tocantins",70.172,"Santa Rita do Tocantins",99166
"979",1718907,"Santa Rosa do Tocantins",38.381,"Santa Rosa do Tocantins",31867
"980",1719004,"Santa Tereza do Tocantins",13.29,"Santa Tereza do Tocantins",21786
"981",1720002,"Santa Terezinha do Tocantins",7.088,"Santa Terezinha do Tocantins",16351
"982",1720101,"S√£o Bento do Tocantins",25.83,"S„o Bento do Tocantins",28316
"983",1720150,"S√£o F√©lix do Tocantins",2.581,"S„o FÈlix do Tocantins",3635
"984",1720200,"S√£o Miguel do Tocantins",18.544,"S„o Miguel do Tocantins",20407
"985",1720259,"S√£o Salvador do Tocantins",17.813,"S„o Salvador do Tocantins",28423
"986",1720309,"S√£o Sebasti√£o do Tocantins",14.809,"S„o Sebasti„o do Tocantins",25606
"987",1720499,"S√£o Val√©rio",34.891,"S„o ValÈrio",50859
"988",1720655,"Silvan√≥polis",30.671,"SilvanÛpolis",36521
"989",1720804,"S√≠tio Novo do Tocantins",24.895,"SÌtio Novo do Tocantins",36280
"990",1720853,"Sucupira",37.057,"Sucupira",54952
"991",1720903,"Taguatinga",45.909,"Taguatinga",114700
"992",1720937,"Taipas do Tocantins",11.962,"Taipas do Tocantins",22650
"993",1720978,"Talism√£",80.168,"Talism„",113011
"994",1721109,"Tocant√≠nia",10.407,"TocantÌnia",16690
"995",1721208,"Tocantin√≥polis",15.1,"TocantinÛpolis",21195
"996",1721257,"Tupirama",7.391,"Tupirama",19838
"997",1721307,"Tupiratins",11.323,"Tupiratins",14979
"998",1722081,"Wanderl√¢ndia",19.468,"Wanderl‚ndia",29787
"999",1722107,"Xambio√°",93.701,"Xambio·",99083
